cae_num	cae_str	des_pt	des_en	rev
0123	0123	Suinicultura	Farming of swine	21
01230	01230	Suinicultura	Farming of swine	21
0124	0124	Avicultura	Farming of poultry	21
01240	01240	Avicultura	Farming of poultry	21
0125	0125	Outra produção animal	Other farming of animals	21
01251	01251	Apicultura	Beekeeping	21
01252	01252	Outra produção animal, n.e.	Other farming of animals, n.e.c.	21
013	013	Produção agrícola e animal associadas	Growing of crops combined with farming of animals (mixed farming)	21
0130	0130	Produção agrícola e animal associadas	Growing of crops combined with farming of animals (mixed farming)	21
01300	01300	Produção agrícola e animal associadas	Growing of crops combined with farming of animals (mixed farming)	21
014	014	"Actividades dos serviços relacionados com a agricultura e com a produção animal, excepto serviços de veterinária; actividades de plantação e manutenção de jardins e espaços verdes"	"Agricultural and animal husbandry service activities, except veterinary activities; landscape gardening"	21
0141	0141	"Actividades dos serviços relacionados com a agricultura; actividades de plantação e manutenção de jardins e espaços verdes"	"Agricultural service activities; landscape gardening"	21
01410	01410	"Actividades dos serviços relacionados com a agricultura; actividades de plantação e manutenção de jardins e espaços verdes"	"Agricultural service activities; landscape gardening"	21
0142	0142	Actividades dos serviços relacionados com a produção animal, excepto serviços de veterinária	Animal husbandry service activities, except veterinary activities	21
01420	01420	Actividades dos serviços relacionados com a produção animal, excepto serviços de veterinária	Animal husbandry service activities, except veterinary activities	21
015	015	Caça, repovoamento cinegético e actividades dos serviços relacionados	Hunting, trapping and game propagation, including related service activities	21
0150	0150	Caça, repovoamento cinegético e actividades dos serviços relacionados	Hunting, trapping and game propagation, including related service activities	21
01501	01501	Caça e repovoamento cinegético	Hunting, trapping and game propagation	21
01502	01502	Actividades dos serviços relacionados com a caça e com o repovoamento cinegético	Related services activities with the hunting, trapping and game propagation	21
02	02	Silvicultura, exploração florestal e actividades dos serviços relacionados	Sylviculture, logging and related service activities	21
020	020	Silvicultura, exploração florestal e actividades dos serviços relacionados	Sylviculture, logging and related service activities	21
0201	0201	Silvicultura e exploração florestal	Sylviculture and logging	21
02011	02011	Silvicultura	Sylviculture	21
02012	02012	Exploração florestal	Logging	21
0202	0202	Actividades dos serviços relacionados com a silvicultura e a exploração florestal	Sylviculture and logging related service activities	21
02020	02020	Actividades dos serviços relacionados com a silvicultura e a exploração florestal	Sylviculture and logging related service activities	21
-2102	B	Pesca	Fishing	21
-210201	BB	Pesca	Fishing	21
05	05	Pesca, aquacultura e actividades dos serviços relacionados	Fishing,  fish farming and related service activities	21
050	050	Pesca, aquacultura e actividades dos serviços relacionados	Fishing,  fish farming and related service activities	21
0501	0501	Pesca e actividades dos serviços relacionados	Fishing	21
05011	05011	Pesca marítima	Marine fishing	21
05012	05012	Pesca em águas interiores	Fishing in inland waters	21
05013	05013	Apanha de algas e de outros produtos do mar e de águas interiores	Collecting seaweed and other sea and inland water products	21
0502	0502	Aquacultura	Fish farming	21
05020	05020	Aquacultura	Fish farming	21
-2103	C	Indústrias extractivas	Mining and quarrying	21
-210301	CA	Extracção de produtos energéticos	Mining and quarrying of energy producing materials	21
10	10	Extracção de hulha, linhite e turfa	"Mining of coal and lignite; extraction of peat"	21
101	101	Extracção e aglomeração de hulha (inclui antracite)	Mining and agglomeration of hard coal	21
1010	1010	Extracção e aglomeração de hulha (inclui antracite)	Mining and agglomeration of hard coal	21
10101	10101	Extracção da hulha (inclui antracite)	Mining of hard coal (including anthracite)	21
10102	10102	Aglomeração da hulha (inclui antracite)	Agglomeration of hard coal (including anthracite)	21
102	102	Extracção e aglomeração de linhite	Mining and agglomeration of lignite	21
1020	1020	Extracção e aglomeração de linhite	Mining and agglomeration of lignite	21
10200	10200	Extracção e aglomeração de linhite	Mining and agglomeration of lignite	21
103	103	Extracção e aglomeração de turfa	Extraction and agglomeration of peat	21
1030	1030	Extracção e aglomeração de turfa	Extraction and agglomeration of peat	21
10300	10300	Extracção e aglomeração de turfa	Extraction and agglomeration of peat	21
11	11	Extracção de petróleo bruto, gás natural e actividades dos serviços relacionados, excepto a prospecção	"Extraction of crude petroleum and natural gas; service activities incidental to oil and gas extraction, excluding surveying"	21
111	111	Extracção de petróleo bruto e gás natural	Extraction of crude petroleum and natural gas	21
1110	1110	Extracção de petróleo bruto e gás natural	Extraction of crude petroleum and natural gas	21
11100	11100	Extracção de petróleo bruto e gás natural	Extraction of crude petroleum and natural gas	21
112	112	Actividades dos serviços relacionados com a extracção do petróleo e gás, excepto a prospecção	Service activities incidental to oil and gas extraction, excluding surveying	21
1120	1120	Actividades dos serviços relacionados com a extracção do petróleo e gás, excepto a prospecção	Service activities incidental to oil and gas extraction, excluding surveying	21
11200	11200	Actividades dos serviços relacionados com a extracção do petróleo e gás, excepto a prospecção	Service activities incidental to oil and gas extraction, excluding surveying	21
12	12	Extracção e preparação de minérios de urânio e de tório	Mining of uranium and thorium ores	21
120	120	Extracção e preparação de minérios de urânio e de tório	Mining of uranium and thorium ores	21
1200	1200	Extracção e preparação de minérios de urânio e de tório	Mining of uranium and thorium ores	21
12000	12000	Extracção e preparação de minérios de urânio e de tório	Mining of uranium and thorium ores	21
-210302	CB	Indústrias extractivas, com excepção da extracção de produtos energéticos	Mining and quarrying, except of energy producing materials	21
13	13	Extracção e preparação de minérios metálicos	Mining and preparation of metal ores	21
131	131	Extracção e preparação de minérios de ferro	Mining  and preparation of iron ores	21
1310	1310	Extracção e preparação de minérios de ferro	Mining and preparation of iron ores	21
13100	13100	Extracção e preparação de minérios de ferro	Mining and preparation of iron ores	21
132	132	Extracção e preparação de minérios metálicos não ferrosos, excepto minérios de urânio e de tório	Mining and preparation of non-ferrous metal ores, except uranium and thorium ores	21
1320	1320	Extracção e preparação de minérios metálicos não ferrosos, excepto minérios de urânio e de tório	Mining and preparation of non-ferrous metal ores, except uranium and thorium ores	21
13201	13201	Extracção e preparação de minérios de cobre	Mining and preparation of copper ores	21
13202	13202	Extracção e preparação de minérios de estanho	Mining and preparation of tin ores	21
13203	13203	Extracção e preparação de minérios de volfrâmio	Mining and preparation of wolfram ores	21
13204	13204	Extracção e preparação de minérios de metais preciosos	Mining and preparation of precious metal ores	21
13205	13205	Extracção e preparação de minérios metálicos não ferrosos (excepto minérios de urânio e tório), n.e.	Mining and preparation of non-ferrous metal ores, except uranium and thorium ores n.e.c.	21
14	14	Outras indústrias extractivas	Other mining and quarrying	21
141	141	Extracção de pedras	Quarrying of stone	21
1411	1411	Extracção de rochas ornamentais e de outras pedras para construção	Quarrying of  ornamental and building stone	21
14111	14111	Extracção de mármore e outras rochas carbonatadas	Quarrying of marble and other carbonated stones	21
14112	14112	Extracção de granito ornamental e rochas similares	Quarrying of ornamental granite and similar stones	21
1412	1412	Extracção de calcário, gesso e cré	Quarrying of limestone, gypsum and chalk	21
14121	14121	Extracção de calcário e cré	Quarrying of limestone and chalk	21
14122	14122	Extracção de gesso	Quarrying of gypsum	21
1413	1413	Extracção de ardósia	Quarrying of slate	21
14130	14130	Extracção de ardósia	Quarrying of slate	21
142	142	Extracção de areias e argilas	Quarrying of sand and clay	21
1421	1421	Extracção de saibro, areia e pedra britada	Operation of gravel and sand pits	21
14210	14210	Extracção de saibro, areia e pedra britada	Operation of gravel and sand pits	21
1422	1422	Extracção de argila e caulino	Mining of clays and kaolin	21
14220	14220	Extracção de argila e caulino	Mining of clays and kaolin	21
143	143	Extracção de minerais para a indústria química e para a fabricação de adubos	Mining of chemical and fertilizer minerals	21
1430	1430	Extracção de minerais para a indústria química e para a fabricação de adubos	Mining of chemical and fertilizer minerals	21
14301	14301	Extracção de pirites	Quarrying of pyrites	21
14302	14302	Extracção de minerais para a indústria química e para a fabricação de adubos, n.e.	Mining of chemical and fertilizer minerals, n.e.c.	21
144	144	Extracção e refinação do sal	Extraction and refining of salt	21
1440	1440	Extracção e refinação do sal	Extraction and refining of salt	21
14401	14401	Extracção de sal marinho	Extraction of sea salt	21
14402	14402	Extracção de sal gema	Extraction of rock salt 	21
14403	14403	Refinação de sal	Refining of salt	21
145	145	Outras indústrias extractivas, n.e.	Other mining and quarrying n.e.c.	21
1450	1450	Outras indústrias extractivas, n.e.	Other mining and quarrying n.e.c.	21
14501	14501	Extracção de quartzo	Quarrying of quartz,	21
14502	14502	Extracção de feldspato	Quarrying of feldspar	21
14503	14503	Extracção de diatomito	Quarrying of diatomite	21
14504	14504	Extracção de outros minerais não metálicos, n.e.	Quarrying of other non-metallic mineral products, n.e.c.	21
-2104	D	Indústrias transformadoras	Manufacturing	21
-210401	DA	Indústrias alimentares, das bebidas e do tabaco	Manufacture of food products, beverages and tobacco	21
15	15	Indústrias alimentares e das bebidas	Manufacture of food products and beverages	21
151	151	Abate de animais, preparação e conservação de carne e de produtos à base de carne	Slaughtering of animals, processing and preserving of meat and meat products	21
1511	1511	Abate de gado (produção de carne)	Slaughtering of animals (production of meat)	21
15110	15110	Abate de gado (produção de carne)	Slaughtering of animals (production of meat)	21
1512	1512	Abate de aves e de coelhos (produção de carne)	Slaughtering of poultry and rabbits (production of meat)	21
15120	15120	Abate de aves e de coelhos (produção de carne)	Slaughtering of poultry and rabbits (production of meat)	21
1513	1513	Fabricação de produtos à base de carne	Production of meat and poultrymeat products	21
15130	15130	Fabricação de produtos à base de carne	Production of meat and poultrymeat products	21
152	152	Indústria transformadora da pesca e da aquacultura	Processing and preserving of fish and fish products	21
1520	1520	Indústria transformadora da pesca e da aquacultura	Processing and preserving of fish and fish products	21
15201	15201	Preparação de produtos da pesca e da aquacultura	Preparation of fish and fish products	21
15202	15202	Congelação de produtos da pesca e da aquacultura	Freezing of fish and fish products	21
15203	15203	Conservação de produtos da pesca e da aquacultura em azeite e outros óleos vegetais e outros molhos	Preserving of fish and fish products in olive oil and other vegetable oil and other sauces	21
15204	15204	Secagem, salga e outras actividades de transformação de produtos da pesca e da aquacultura	Drying, salting and other fish processing and preserving	21
153	153	Indústria de conservação de frutos e de produtos hortícolas	Processing and preserving of fruit and vegetables	21
1531	1531	Preparação e conservação de batatas	Preparation and preserving of potatoes	21
15310	15310	Preparação e conservação de batatas	Preparation and preserving of potatoes	21
1532	1532	Fabricação de sumos de frutos e de produtos hortícolas	Manufacture of fruit and vegetable juice	21
15320	15320	Fabricação de sumos de frutos e de produtos hortícolas	Manufacture of fruit and vegetable juice	21
1533	1533	Preparação e conservação de frutos e de produtos hortícolas, n.e.	Preparation and preserving of fruit and vegetables n.e.c.	21
15331	15331	Congelação de frutos e de produtos hortícolas	Freezing of fruit and vegetables	21
15332	15332	Secagem e desidratação de frutos e de produtos hortícolas	Drying and dehydration of fruit and vegetables	21
15333	15333	Fabricação de doces, compotas, geleias e marmelada	Manufacture of jams, marmalades and table jellies	21
15334	15334	Descasque e transformação de frutos de casca rija comestíveis	Peeling and processing of edible nuts	21
15335	15335	Preparação e conservação de frutos e de produtos hortícolas por processos, n.e.	Preparation and preserving of fruit and vegetables, n.e.c.	21
154	154	Produção de óleos e gorduras animais e vegetais	Manufacture of vegetable and animal oils and fats	21
1541	1541	Produção de óleos e gorduras brutos	Manufacture of crude oils and fats	21
15411	15411	Produção de óleos e gorduras animais brutos	Manufacture of crude animal oils and fats 	21
15412	15412	Produção de azeite	Production of olive oil	21
15413	15413	Produção de óleos vegetais brutos (excepto azeite)	Production of crude vegetable oils (except olive oil)	21
1542	1542	Refinação de óleos e gorduras	Manufacture of refined oils and fats	21
15420	15420	Refinação de óleos e gorduras	Manufacture of refined oils and fats	21
1543	1543	Fabricação de margarinas e de gorduras alimentares similares	Manufacture of margarine and similar edible fats	21
15430	15430	Fabricação de margarinas e de gorduras alimentares similares	Manufacture of margarine and similar edible fats	21
155	155	Indústria de lacticínios	Manufacture of dairy products	21
1551	1551	Indústrias do leite e derivados	Operation of dairies and cheese making	21
15510	15510	Indústrias do leite e derivados	Operation of dairies and cheese making	21
1552	1552	Fabricação de gelados e sorvetes	Manufacture of ice cream	21
15520	15520	Fabricação de gelados e sorvetes	Manufacture of ice cream	21
156	156	"Transformação de cereais e leguminosas; fabricação de amidos, féculas e produtos afins"	Manufacture of grain mill products, starches and starch products	21
1561	1561	Transformação de cereais e leguminosas	Manufacture of grain mill products	21
15611	15611	Moagem de cereais	Grain milling	21
15612	15612	Descasque, branqueamento e glaciagem de arroz	Husking, whitening and glazing of rice	21
15613	15613	Transformação de cereais e leguminosas, n.e.	Manufacture of grain mill products, n.e.c.	21
1562	1562	Fabricação de amidos, féculas e produtos afins	Manufacture of starches and starch products	21
15620	15620	Fabricação de amidos, féculas e produtos afins	Manufacture of starches and starch products	21
157	157	Fabricação de alimentos compostos para animais	Manufacture of prepared animal feeds	21
1571	1571	Fabricação de alimentos para animais de criação	Manufacture of prepared feeds for farm animals	21
15710	15710	Fabricação de alimentos para animais de criação	Manufacture of prepared feeds for farm animals	21
1572	1572	Fabricação de alimentos para animais de estimação	Manufacture of prepared pet foods	21
15720	15720	Fabricação de alimentos para animais de estimação	Manufacture of prepared pet foods	21
158	158	Fabricação de outros produtos alimentares	Manufacture of other food products	21
1581	1581	Panificação e pastelaria	"Manufacture of bread; manufacture of fresh pastry goods and cakes"	21
15811	15811	Panificação	Manufacture of bread	21
15812	15812	Pastelaria	Manufacture of fresh pastry goods and cakes	21
1582	1582	Fabricação de bolachas, biscoitos, tostas e pastelaria de conservação	"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"	21
15820	15820	Fabricação de bolachas, biscoitos, tostas e pastelaria de conservação	"Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes"	21
1583	1583	Indústria do açúcar	Manufacture of sugar	21
15830	15830	Indústria do açúcar	Manufacture of sugar	21
1584	1584	Indústria do cacau, do chocolate e dos produtos de confeitaria	"Manufacture of cocoa; chocolate and sugar confectionery"	21
15841	15841	Fabricação de cacau e de chocolate	Manufacture of cocoa and chocolate	21
15842	15842	Fabricação de produtos de confeitaria	Manufacture of sugar confectionery	21
1585	1585	Fabricação de massas alimentícias, cuscus e similares	Manufacture of macaroni, noodles, couscous and similar farinaceous products	21
15850	15850	Fabricação de massas alimentícias, cuscus e similares	Manufacture of macaroni, noodles, couscous and similar farinaceous products	21
1586	1586	Indústria do café e do chá	Processing of tea and coffee	21
15860	15860	Indústria do café e do chá	Processing of tea and coffee	21
1587	1587	Fabricação de condimentos e temperos	Manufacture of condiments and seasonings	21
15870	15870	Fabricação de condimentos e temperos	Manufacture of condiments and seasonings	21
1588	1588	Fabricação de alimentos homogeneizados e dietéticos	Manufacture of homogenized food preparations and dietetic food	21
15880	15880	Fabricação de alimentos homogeneizados e dietéticos	Manufacture of homogenized food preparations and dietetic food	21
1589	1589	Fabricação de outros produtos alimentares, n.e.	Manufacture of other food products n.e.c.	21
15891	15891	Fabricação de fermentos, leveduras e adjuvantes para panificação e pastelaria	Manufacture of starters, yeast and adjuvants for breadmaking and pastry	21
15892	15892	Fabricação de caldos, sopas e sobremesas	Manufacture of broths, soups and desserts	21
15893	15893	Fabricação de outros produtos alimentares diversos, n.e.	Manufacture of other food products n.e.c.	21
159	159	Indústria das bebidas	Manufacture of beverages	21
1591	1591	Fabricação de bebidas alcoólicas destiladas	Manufacture of distilled potable alcoholic beverages	21
15911	15911	Fabricação de aguardentes preparadas	Manufacture of prepared spirits	21
15912	15912	Fabricação de aguardentes não preparadas	Manufacture of non-prepared spirits	21
15913	15913	Produção de licores e de outras bebidas destiladas	Manufacture of liqueurs and other distilled alcoholic beverages	21
1592	1592	Fabricação de álcool etílico de fermentação	Production of ethyl alcohol from fermented materials	21
15920	15920	Fabricação de álcool etílico de fermentação	Production of ethyl alcohol from fermented materials	21
1593	1593	Industria do vinho	Manufacture of wines	21
15931	15931	Produção de vinhos comuns e licorosos	Manufacture of ordinary and liqueur wine	21
15932	15932	Produção de vinhos espumantes e espumosos	Manufacture of sparkling wine	21
1594	1594	Fabricação de cidra e de outras bebidas fermentadas de frutos	Manufacture of cider and other fruit wines	21
15940	15940	Fabricação de cidra e de outras bebidas fermentadas de frutos	Manufacture of cider and other fruit wines	21
1595	1595	Fabricação de vermutes e de outras bebidas fermentadas não destiladas	Manufacture of vermouths and  other non-distilled fermented beverages	21
15950	15950	Fabricação de vermutes e de outras bebidas fermentadas não destiladas	Manufacture of vermouths and other non-distilled fermented beverages	21
1596	1596	Fabricação de cerveja	Manufacture of beer	21
15960	15960	Fabricação de cerveja	Manufacture of beer	21
1597	1597	Fabricação de malte	Manufacture of malt	21
15970	15970	Fabricação de malte	Manufacture of malt	21
1598	1598	Produção de águas minerais e de bebidas refrescantes não alcoólicas	Production of mineral waters and soft drinks	21
15981	15981	Engarrafamento de águas minerais naturais e de nascente	Bottling of natural mineral and spring waters 	21
15982	15982	Fabricação de refrigerantes e de outras bebidas não alcoólicas, n.e.	Production of soft drinks and other non-alcoholic flavoured and/or sweetened waters, n.e.c.	21
16	16	Indústria do tabaco	Manufacture of tobacco products	21
160	160	Indústria do tabaco	Manufacture of tobacco products	21
1600	1600	Indústria do tabaco	Manufacture of tobacco products	21
16000	16000	Indústria do tabaco	Manufacture of tobacco products	21
-210402	DB	Indústria têxtil	Manufacture of textiles and textile products	21
17	17	Fabricação de têxteis	Manufacture of textiles	21
171	171	Preparação e fiação de fibras têxteis	Preparation and spinning of textile fibres	21
1711	1711	Preparação e fiação de fibras do tipo algodão	Preparation and spinning of cotton-type fibres	21
17110	17110	Preparação e fiação de fibras do tipo algodão	Preparation and spinning of cotton-type fibres	21
1712	1712	Preparação e fiação de fibras  do tipo lã cardada	Preparation and spinning of woollen-type fibres	21
17120	17120	Preparação e fiação de fibras  do tipo lã cardada	Preparation and spinning of woollen-type fibres	21
1713	1713	Preparação e fiação de fibras do tipo lã  penteada	Preparation and spinning of worsted-type fibres	21
17130	17130	Preparação e fiação de fibras do tipo lã  penteada	Preparation and spinning of worsted-type fibres	21
1714	1714	Preparação e fiação de fibras de tipo linho	Preparation and spinning of flax-type fibres	21
17140	17140	Preparação e fiação de fibras de tipo linho	Preparation and spinning of flax-type fibres	21
1715	1715	Preparação e fiação da seda e preparação e texturização de filamentos sintéticos e artificiais	Throwing and preparation of silk, including from noils, and throwing and texturing of synthetic or artificial filament yarns	21
17150	17150	Preparação e fiação da seda e preparação e texturização de filamentos sintéticos e artificiais	Throwing and preparation of silk, including from noils, and throwing and texturing of synthetic or artificial filament yarns	21
1716	1716	Fabricação de linhas de costura	Manufacture of sewing threads	21
17160	17160	Fabricação de linhas de costura	Manufacture of sewing threads	21
1717	1717	Preparação e fiação de outras fibras têxteis	Preparation and spinning of other textile fibres	21
17170	17170	Preparação e fiação de outras fibras têxteis	Preparation and spinning of other textile fibres	21
172	172	Tecelagem de têxteis	Textile weaving	21
1721	1721	Tecelagem de fio do tipo algodão	Cotton-type weaving	21
17210	17210	Tecelagem de fio do tipo algodão	Cotton-type weaving	21
1722	1722	Tecelagem de fio do tipo lã cardada	Woollen-type weaving	21
17220	17220	Tecelagem de fio do tipo lã cardada	Woollen-type weaving	21
1723	1723	Tecelagem de fio do tipo lã penteada	Worsted-type weaving	21
17230	17230	Tecelagem de fio do tipo lã penteada	Worsted-type weaving	21
1724	1724	Tecelagem de fio do tipo seda	Silk-type weaving	21
17240	17240	Tecelagem de fio do tipo seda	Silk-type weaving	21
1725	1725	Tecelagem de fio de outros têxteis	Other textile weaving	21
17250	17250	Tecelagem de fio de outros têxteis	Other textile weaving	21
173	173	Acabamento de têxteis	Finishing of textiles	21
1730	1730	Acabamento de têxteis	Finishing of textiles	21
17301	17301	Branqueamento e tingimento	Bleaching and dyeing	21
17302	17302	Estampagem	Printing services of textile articles	21
17303	17303	Acabamento de fios e tecidos, n.e.	Finishing of yarns and fabrics, n.e.c.	21
174	174	Fabricação de artigos têxteis confeccionados, excepto vestuário	Manufacture of made-up textile articles, except apparel	21
1740	1740	Fabricação de artigos têxteis confeccionados, excepto vestuário	Manufacture of made-up textile articles, except apparel	21
17400	17400	Fabricação de artigos têxteis confeccionados, excepto vestuário	Manufacture of made-up textile articles, except apparel	21
175	175	Outras indústrias têxteis	Manufacture of other textiles	21
1751	1751	Fabricação de tapetes e carpetes	Manufacture of carpets and rugs	21
17510	17510	Fabricação de tapetes e carpetes	Manufacture of carpets and rugs	21
1752	1752	Fabricação de cordoaria e redes	Manufacture of cordage, rope, twine and netting	21
17521	17521	Fabricação de cordoaria	Manufacture of cordage, rope and twine	21
17522	17522	Fabricação de redes	Manufacture of nets	21
1753	1753	Fabricação de não tecidos e respectivos artigos, excepto vestuário	Manufacture of non-wovens and articles made from non-wovens, except apparel	21
17530	17530	Fabricação de não tecidos e respectivos artigos, excepto vestuário	Manufacture of non-wovens and articles made from non-wovens, except apparel	21
1754	1754	Outras indústrias têxteis, n.e.	Manufacture of other textiles n.e.c.	21
17541	17541	Fabricação de passamanarias e sirgarias	Manufacture of ornamental trimmings and narrow fabrics	21
17542	17542	Fabricação de bordados	Manufacture of embroidery	21
17543	17543	Fabricação de rendas	Manufacture of lace	21
17544	17544	Outras indústrias têxteis diversas, n.e.	Manufacture of other miscellaneous textiles, n.e.c.	21
176	176	Fabricação de tecidos de malha	Manufacture of knitted and crocheted fabrics	21
1760	1760	Fabricação de tecidos de malha	Manufacture of knitted and crocheted fabrics	21
17600	17600	Fabricação de tecidos de malha	Manufacture of knitted and crocheted fabrics	21
177	177	Fabricação de artigos de malha	Manufacture of knitted and crocheted articles	21
1771	1771	Fabricação de meias e artigos similares de malha	Manufacture of knitted and crocheted hosiery	21
17710	17710	Fabricação de meias e artigos similares de malha	Manufacture of knitted and crocheted hosiery	21
1772	1772	Fabricação de puloveres, casacos e artigos similares de malha	Manufacture of knitted and crocheted pullovers, cardigans and similar articles	21
17720	17720	Fabricação de puloveres, casacos e artigos similares de malha	Manufacture of knitted and crocheted pullovers, cardigans and similar articles	21
18	18	"Indústria do vestuário; preparação, tingimento e fabricação de artigos de peles com pêlo"	"Manufacture of wearing apparel; dressing and dyeing of fur"	21
181	181	Confecção de artigos de vestuário em couro	Manufacture of leather clothes	21
1810	1810	Confecção de artigos de vestuário em couro	Manufacture of leather clothes	21
18100	18100	Confecção de artigos de vestuário em couro	Manufacture of leather clothes	21
182	182	Confecção de outros artigos e acessórios de vestuário	Manufacture of other wearing apparel and accessories	21
1821	1821	Confecção de vestuário de trabalho e de uniformes	Manufacture of workwear	21
18210	18210	Confecção de vestuário de trabalho e de uniformes	Manufacture of workwear	21
1822	1822	Confecção de outro vestuário exterior	Manufacture of other outerwear	21
18221	18221	Confecção de outro vestuário exterior em série	Manufacture of other ready-to-wear outerwear 	21
18222	18222	Confecção de outro vestuário exterior por medida	Manufacture of other made-to-measure outerwear 	21
1823	1823	Confecção de vestuário interior	Manufacture of underwear	21
18230	18230	Confecção de vestuário interior	Manufacture of underwear	21
1824	1824	Confecção de outros artigos e acessórios de vestuário, n.e.	Manufacture of other wearing apparel and accessories n.e.c.	21
18240	18240	Confecção de outros artigos e acessórios de vestuário, n.e.	Manufacture of other wearing apparel and accessories n.e.c.	21
183	183	Preparação, tingimento e fabricação de artigos de peles com pêlo	"Dressing and dyeing of fur; manufacture of articles of fur"	21
1830	1830	Preparação, tingimento e fabricação de artigos de peles com pêlo	"Dressing and dyeing of fur; manufacture of articles of fur"	21
18301	18301	Curtimenta e acabamento de peles com pêlo	Tanning and dressing of fur	21
18302	18302	Fabricação de artigos de peles com pêlo	Manufacture of articles of fur	21
-210403	DC	Indústria do couro e de produtos do couro	Manufacture of leather and leather products	21
19	19	"Curtimenta e acabamento de peles sem pêlo; fabricação de artigos de viagem, marroquinaria, artigos de correeiro, seleiro e calçado"	"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear"	21
191	191	Curtimenta e acabamento de peles sem pêlo	Tanning and dressing of leather	21
1910	1910	Curtimenta e acabamento de peles sem pêlo	Tanning and dressing of leather	21
19101	19101	Curtimenta e acabamento de peles sem pêlo	Tanning and dressing of leather	21
19102	19102	Fabricação de couro reconstituído	Manufacture of composition leather	21
192	192	Fabricação de artigos de viagem e de uso pessoal, de marroquinaria, de correeiro e de seleiro	Manufacture of luggage, handbags and the like, saddlery and harness	21
1920	1920	Fabricação de artigos de viagem e de uso pessoal, de marroquinaria, de correeiro e de seleiro	Manufacture of luggage, handbags and the like, saddlery and harness	21
19200	19200	Fabricação de artigos de viagem e de uso pessoal, de marroquinaria, de correeiro e de seleiro	Manufacture of luggage, handbags and the like, saddlery and harness	21
193	193	Indústria do calçado	Footwear industry	21
1930	1930	Indústria do calçado	Footwear industry	21
19301	19301	Fabricação de calçado	Manufacture of footwear	21
19302	19302	Fabricação de componentes para calçado	Manufacture of parts of footwear	21
-210404	DD	Indústrias da madeira e da cortiça e suas obras	Manufacture of wood and wood products	21
20	20	"Indústrias da madeira e da cortiça e suas obras, excepto mobiliário; fabricação de obras de cestaria e de espartaria"	"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials"	21
201	201	Serração, aplainamento e impregnação da madeira	"Sawmilling and planing of wood; impregnation of wood"	21
2010	2010	Serração, aplainamento e impregnação da madeira	"Sawmilling and planing of wood; impregnation of wood"	21
20101	20101	Serração de madeira	Sawmilling of wood	21
20102	20102	Impregnação de madeira	Impregnation of wood	21
202	202	Fabricação de folheados, contraplacados, painéis lamelados, de partículas, de fibras e de outros painéis	"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards"	21
2020	2020	Fabricação de folheados, contraplacados, painéis lamelados, de partículas, de fibras e de outros painéis	"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards"	21
20201	20201	Fabricação de painéis de partículas de madeira	Manufacture of wood particle boards	21
20202	20202	Fabricação de painéis de fibras de madeira	Manufacture of wood fibre boards	21
20203	20203	Fabricação de folheados, contraplacados, lamelados e de outros painéis	"Manufacture of veneer sheets; manufacture of plywood, laminboard and other panels and boards"	21
203	203	Fabricação de obras de carpintaria para a construção	Manufacture of builders' carpentry and joinery	21
2030	2030	Fabricação de obras de carpintaria para a construção	Manufacture of builders' carpentry and joinery	21
20301	20301	Parqueteria	Manufacture of assembled  of parquet floors	21
20302	20302	Carpintaria	Carpentry	21
204	204	Fabricação de embalagens de madeira	Manufacture of wooden containers	21
2040	2040	Fabricação de embalagens de madeira	Manufacture of wooden containers	21
20400	20400	Fabricação de embalagens de madeira	Manufacture of wooden containers	21
205	205	"Fabricação de outras obras de madeira e de obras de cestaria e espartaria; indústria da cortiça"	"Manufacture of other products of wood; manufacture of articles of  straw and plaiting materials; cork industry"	21
2051	2051	Fabricação de outras obras de madeira	Manufacture of other products of wood	21
20511	20511	Fabricação de caixões mortuários em madeira	Manufacture of wooden coffins	21
20512	20512	Fabricação de outras obras de madeira, n.e.	Manufacture of other products of wood, n.e.c.	21
2052	2052	"Fabricação de obras de cestaria e de espartaria; indústria da cortiça"	"Manufacture of articles of straw and plaiting materials; cork industry"	21
20521	20521	Fabricação de obras de cestaria e de espartaria	Manufacture of articles of straw and plaiting materials	21
20522	20522	Indústria da cortiça	Cork industry	21
-210405	DE	"Indústria de pasta, de papel e cartão e seus artigos; edição e impressão"	"Manufacture of pulp, paper and paper products; publishing and printing"	21
21	21	Fabricação de pasta, de papel e cartão e seus artigos	Manufacture of pulp, paper and paper products	21
211	211	Fabricação de pasta, de papel e cartão (excepto canelado)	Manufacture of pulp, paper and paperboard (excluding corrugated)	21
2111	2111	Fabricação de pasta	Manufacture of pulp	21
21110	21110	Fabricação de pasta	Manufacture of pulp	21
2112	2112	Fabricação de papel e de cartão (excepto canelado)	Manufacture of paper and paperboard (excluding corrugated)	21
21120	21120	Fabricação de papel e de cartão (excepto canelado)	Manufacture of paper and paperboard (excluding corrugated)	21
212	212	Fabricação de papel e de cartão canelados e artigos de papel e cartão	Manufacture of articles of paper and paperboard	21
