code,code_np,level,des_pt,des_en,class,level1,despt1,desen1,level2,despt2,desen2,level3,despt3,desen3,level4,despt4,desen4,level5,despt5,desen5
9-28.40,92840,4,Impressor serígrafo,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,928,928 Serígrafos e trabalhadores similares,,92840,92840 Impressor serígrafo,,,,
9-28.50,92850,4,Estampador manual ao quadro,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,928,928 Serígrafos e trabalhadores similares,,92850,92850 Estampador manual ao quadro,,,,
9-28.90,92890,4,Outros serígrafos e trabalhadores similares,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,928,928 Serígrafos e trabalhadores similares,,92890,92890 Outros serígrafos e trabalhadores similares,,,,
9-29,929,3,"Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,,,,,,
9-29.05,92905,4,Heliógrafo,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92905,92905 Heliógrafo,,,,
9-29.10,92910,4,Fotocopista,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92910,92910 Fotocopista,,,,
9-29.15,92915,4,Xerígrafo,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92915,92915 Xerígrafo,,,,
9-29.20,92920,4,Gravador de chapas para máquinas de endereçar,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92920,92920 Gravador de chapas para máquinas de endereçar,,,,
9-29.25,92925,4,Fundidor de material branco,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92925,92925 Fundidor de material branco,,,,
9-29.30,92930,4,Fundidor de tipos,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92930,92930 Fundidor de tipos,,,,
9-29.35,92935,4,Polidor de pedras - litografia,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92935,92935 Polidor de pedras - litografia,,,,
9-29.40,92940,4,Granidor - fotolitografia,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92940,92940 Granidor - fotolitografia,,,,
9-29.45,92945,4,Montador de gravuras,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92945,92945 Montador de gravuras,,,,
9-29.50,92950,4,Envernizador - artes gráficas,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92950,92950 Envernizador - artes gráficas,,,,
9-29.55,92955,4,Plastificador - artes gráficas,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92955,92955 Plastificador - artes gráficas,,,,
9-29.60,92960,4,Estufeiro - artes gráficas,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92960,92960 Estufeiro - artes gráficas,,,,
9-29.65,92965,4,Alfinetedor - estamparia,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92965,92965 Alfinetedor - estamparia,,,,
9-29.90,92990,4,"Outros compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,92,"92 Compositores tipográficos, encadernadores e trabalhadores similares",,929,"929 Compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,92990,"92990 Outros compositores tipográficos, encadernadores e trabalhadores similares não classificados em outra parte",,,,
9-3,93,2,Pintores e trabalhadores similares,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,,,,,,,,,
9-31,931,3,"Pintores da construção civil, naval e outras",,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,,,,,,
9-31.05,93105,4,Pintor - construção civil,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93105,93105 Pintor - construção civil,,,,
9-31.10,93110,4,Emassador,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93110,93110 Emassador,,,,
9-31.15,93115,4,Pintor de lisos - decoração,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93115,93115 Pintor de lisos - decoração,,,,
9-31.20,93120,4,Pintor a pincel,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93120,93120 Pintor a pincel,,,,
9-31.25,93125,4,Fingidor,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93125,93125 Fingidor,,,,
9-31.30,93130,4,Caiador,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93130,93130 Caiador,,,,
9-31.35,93135,4,Pintor de lisos - construção naval,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93135,93135 Pintor de lisos - construção naval,,,,
9-31.40,93140,4,Pintor de cavernas - construção naval,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93140,93140 Pintor de cavernas - construção naval,,,,
9-31.45,93145,4,Beneficiador de caldeiras e motores,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93145,93145 Beneficiador de caldeiras e motores,,,,
9-31.50,93150,4,Prancheiro,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93150,93150 Prancheiro,,,,
9-31.55,93155,4,Doqueiro,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93155,93155 Doqueiro,,,,
9-31.60,93160,4,Pintor de estruturas metálicas,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93160,93160 Pintor de estruturas metálicas,,,,
9-31.65,93165,4,Pintor de carruagens e vagões,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93165,93165 Pintor de carruagens e vagões,,,,
9-31.90,93190,4,"Outros pintores da construção civil, naval e outras",,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,931,"931 Pintores da construção civil, naval e outras",,93190,"93190 Outros pintores da construção civil, naval e outras",,,,
9-39,939,3,Pintores e trabalhadores similares não classificados em outra parte,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,,,,,,
9-39.02,93902,4,Operador de tanque de imersão,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93902,93902 Operador de tanque de imersão,,,,
9-39.04,93904,4,Decapador por processos químicos,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93904,93904 Decapador por processos químicos,,,,
9-39.06,93906,4,Decapador por jacto,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93906,93906 Decapador por jacto,,,,
9-39.08,93908,4,Raspador - esmaltagem,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93908,93908 Raspador - esmaltagem,,,,
9-39.10,93910,4,Lixador - pintura,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93910,93910 Lixador - pintura,,,,
9-39.12,93912,4,Lavador-lixador - montagem de automóveis,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93912,93912 Lavador-lixador - montagem de automóveis,,,,
9-39.14,93914,4,Aplicador de vedantes - montagem de automóveis,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93914,93914 Aplicador de vedantes - montagem de automóveis,,,,
9-39.16,93916,4,Preparador de pintura - automóveis,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93916,93916 Preparador de pintura - automóveis,,,,
9-39.18,93918,4,Pintor por imersão,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93918,93918 Pintor por imersão,,,,
9-39.20,93920,4,Plastificador,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93920,93920 Plastificador,,,,
9-39.22,93922,4,Plastificador à pistola,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93922,93922 Plastificador à pistola,,,,
9-39.24,93924,4,Pintor electrostático,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93924,93924 Pintor electrostático,,,,
9-39.26,93926,4,Plastificador electrostático,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93926,93926 Plastificador electrostático,,,,
9-39.28,93928,4,Operador de instalação automática de pintar,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93928,93928 Operador de instalação automática de pintar,,,,
9-39.30,93930,4,Operador de estufa - esmaltagem,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93930,93930 Operador de estufa - esmaltagem,,,,
9-39.32,93932,4,Pintor à pistola,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93932,93932 Pintor à pistola,,,,
9-39.34,93934,4,Pintor à pistola - chapas de plástico,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93934,93934 Pintor à pistola - chapas de plástico,,,,
9-39.36,93936,4,Decorador à pistola,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93936,93936 Decorador à pistola,,,,
9-39.38,93938,4,Envernizador à pistola,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93938,93938 Envernizador à pistola,,,,
9-39.40,93940,4,Pintor de automóveis e máquinas,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93940,93940 Pintor de automóveis e máquinas,,,,
9-39.42,93942,4,Polidor - automóveis,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93942,93942 Polidor - automóveis,,,,
9-39.44,93944,4,Pintor - aviões,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93944,93944 Pintor - aviões,,,,
9-39.46,93946,4,Metalizador à pistola,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93946,93946 Metalizador à pistola,,,,
9-39.48,93948,4,Detector de deficiências de fabrico - pintura industrial,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93948,93948 Detector de deficiências de fabrico - pintura industrial,,,,
9-39.50,93950,4,Retocador - pintura industrial,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93950,93950 Retocador - pintura industrial,,,,
9-39.52,93952,4,Pintor-decorador,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93952,93952 Pintor-decorador,,,,
9-39.54,93954,4,Dourador - madeira,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93954,93954 Dourador - madeira,,,,
9-39.56,93956,4,Pintor de imagens - madeira,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93956,93956 Pintor de imagens - madeira,,,,
9-39.58,93958,4,Pintor de tabuletas,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93958,93958 Pintor de tabuletas,,,,
9-39.60,93960,4,Decorador a pincel,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93960,93960 Decorador a pincel,,,,
9-39.90,93990,4,Outros pintores e trabalhadores similares não classificados em outra parte,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,93,93 Pintores e trabalhadores similares,,939,939 Pintores e trabalhadores similares não classificados em outra parte,,93990,93990 Outros pintores e trabalhadores similares não classificados em outra parte,,,,
9-4,94,2,Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,,,,,,,,,
9-41,941,3,Trabalhadores do fabrico e reparação de instrumentos de música,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,,,,,,
9-41.10,94110,4,Trabalhador do fabrico de instrumentos de sopro em metal,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94110,94110 Trabalhador do fabrico de instrumentos de sopro em metal,,,,
9-41.20,94120,4,Trabalhador do fabrico de harmónios,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94120,94120 Trabalhador do fabrico de harmónios,,,,
9-41.30,94130,4,Afinador-reparador de órgãos e harmónios,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94130,94130 Afinador-reparador de órgãos e harmónios,,,,
9-41.40,94140,4,Afinador - reparador de pianos,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94140,94140 Afinador - reparador de pianos,,,,
9-41.50,94150,4,Afinador-reparador de acordeões,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94150,94150 Afinador-reparador de acordeões,,,,
9-41.60,94160,4,Trabalhador do fabrico de instrumentos musicais de percussão,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94160,94160 Trabalhador do fabrico de instrumentos musicais de percussão,,,,
9-41.70,94170,4,Trabalhador do fabrico de instrumentos de corda,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94170,94170 Trabalhador do fabrico de instrumentos de corda,,,,
9-41.90,94190,4,Outros trabalhadores do fabrico e reparação de instrumentos de música e trabalhadores similares,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,941,941 Trabalhadores do fabrico e reparação de instrumentos de música,,94190,94190 Outros trabalhadores do fabrico e reparação de instrumentos de música e trabalhadores similares,,,,
9-42,942,3,Cesteiros e escoveiros,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,,,,,,
9-42.05,94205,4,Cesteiro - verga,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,94205,94205 Cesteiro - verga,,,,
9-42.10,94210,4,Cesteiro - ráfia,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,94210,94210 Cesteiro - ráfia,,,,
9-42.15,94215,4,Esparteiro,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,94215,94215 Esparteiro,,,,
9-42.20,94220,4,Cesteiro - castanho,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,94220,94220 Cesteiro - castanho,,,,
9-42.25,94225,4,Empalhador de cadeiras - bunho,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,94225,94225 Empalhador de cadeiras - bunho,,,,
9-42.30,94230,4,Empalhador de cadeiras - palhinha,,1980,9,9 Trabalhadores da produção das indústrias extractiva e transformadora e condutores de máquinas fixas e de transporte (excepto as do grande grupo 7 e 8),,94,94 Trabalhadores da produção e trabalhadores similares não classificados em outra parte,,942,942 Cesteiros e escoveiros,,94230,94230 Empalhador de cadeiras - palhinha,,,,
